caller;recipient;dt;duration
+79451974866;+79552170471;2020-05-29 02:51:37;-1
+79253110192;+79408339549;2020-02-13 01:21:15;11
+79189915473;+79637748907;2020-02-08 17:50:57;451
+79267285698;+79450717457;2020-01-29 00:15:26;708
+79004136622;+79808404470;2020-02-09 11:37:10;-2
+79871357830;+79411765984;2020-05-19 07:12:24;262
+79318886864;+79400555439;2020-03-26 08:05:04;827
+79828419074;+79037543304;2020-03-06 16:21:58;281
+79221477722;+79882994952;2020-01-18 07:43:47;988
+79813008149;+79643951619;2020-05-09 00:08:03;561
+79754909127;+79880977698;2020-04-02 16:19:54;969
+79252289226;+79240960136;2020-05-20 20:26:55;906
+79140392970;+79004136622;2020-03-06 09:17:21;922
+79047886119;+79771674370;2020-03-20 01:33:15;38
+79896237169;+79887691115;2020-05-23 15:26:37;952
+79827938649;+79317235687;2020-04-25 00:23:44;57
+79267057194;+79231983437;2020-04-20 08:35:19;644
+79832921923;+79191866654;2020-03-07 16:23:14;-1
+79975889517;+79631996163;2020-04-14 12:22:34;119
+79032303132;+79696429332;2020-03-25 21:48:24;377
+79408862394;+79896166873;2020-02-19 19:46:31;246
+79335733704;+79096613312;2020-01-20 06:28:58;839
+79822792838;+79408862394;2020-04-14 18:44:12;290
+79128336240;+79381552101;2020-03-07 19:03:46;241
+79317235687;+79020403241;2020-04-11 00:40:46;913
+79719753086;+79305179732;2020-01-12 08:04:09;915
+79570457507;+79695733207;2020-03-19 08:52:59;-2
+79704127241;+79743830987;2020-04-07 19:11:17;869
+79486904218;+79743830987;2020-02-19 07:38:22;127
+79660286108;+79473584346;2020-01-06 15:48:07;195
+79137538995;+79975889517;2020-02-16 10:57:55;-1
+79035723941;+79381552101;2020-04-07 17:20:17;146
+79573414652;+79704939239;2020-03-09 01:30:44;527
+79152228329;+79563201410;2020-02-15 18:54:49;433
+79381958936;+79700005937;2020-03-20 20:05:33;805
+79888155548;+79895835760;2020-05-17 06:40:47;-2
+79785570693;+79540725003;2020-02-05 03:18:41;284
+79858429808;+79189915473;2020-05-06 16:12:29;361
+79839351464;+79082027467;2020-05-04 03:47:36;574
+79044321363;+79817051098;2020-02-18 00:06:05;225
+79837498700;+79426855814;2020-01-10 23:46:44;537
+79341732226;+79980102359;2020-01-31 03:29:42;962
+79283775797;+79699925860;2020-05-21 01:35:32;660
+79146832755;+79661780724;2020-05-22 19:45:27;-2
+79215686220;+79979138128;2020-04-11 00:19:25;152
+79035723941;+79952081307;2020-01-05 02:01:45;768
+79148864251;+79443646159;2020-01-07 21:04:49;611
+79580560086;+79066028576;2020-01-30 21:28:24;912
+79728682061;+79137538995;2020-02-26 12:24:29;238
+79410415253;+79967027635;2020-03-21 22:12:45;-2
+79960970353;+79784102595;2020-04-23 03:57:11;495
+79548961508;+79939202429;2020-04-25 23:59:33;303
+79602587005;+79778843365;2020-01-23 12:05:59;548
+79381434569;+79391656982;2020-05-30 09:43:23;274
+79382870864;+79556546669;2020-03-21 09:00:12;848
+79524876551;+79359493630;2020-02-29 13:02:29;264
+79086475382;+79577589431;2020-03-06 02:33:12;69
+79983853744;+79633270585;2020-04-23 22:19:27;-2
+79655001043;+79400654005;2020-05-07 00:30:31;837
+79522674940;+79699925860;2020-02-26 23:52:26;662
+79266151534;+79221477722;2020-04-25 19:04:35;11
+79241167134;+79264808473;2020-04-27 22:40:12;907
+79463501333;+79315843010;2020-05-14 18:11:15;937
+79729717947;+79967027635;2020-03-04 06:04:07;308
+79882994952;+79098173539;2020-01-28 13:26:12;879
+79660286108;+79189915473;2020-05-14 11:32:29;811
+79037543304;+79451974866;2020-01-15 05:33:04;419
+79901986584;+79264808473;2020-04-13 09:33:17;984
+79996552358;+79687304268;2020-04-19 09:23:49;738
+79488931918;+79385592937;2020-02-22 18:11:35;331
+79526593203;+79074614693;2020-03-12 06:34:42;-1
+79343104093;+79784102595;2020-02-25 22:03:04;-1
+79834130783;+79664169612;2020-05-20 06:17:08;499
+79113449774;+79411765984;2020-04-29 09:41:49;567
+79664169612;+79583109002;2020-04-10 01:32:39;747
+79267068674;+79785570693;2020-03-04 14:30:19;303
+79699925860;+79032303132;2020-01-22 04:23:21;181
+79543551151;+79808404470;2020-03-31 15:38:49;-1
+79598685303;+79696429332;2020-01-19 04:09:01;504
+79090060130;+79335733704;2020-04-28 11:12:28;82
+79472980535;+79880977698;2020-01-19 03:37:12;842
+79424809349;+79084009750;2020-05-30 07:54:53;808
+79140392970;+79766119936;2020-04-22 17:46:55;835
+79885061665;+79871357830;2020-05-14 00:35:42;-2
+79119914000;+79594742232;2020-01-21 02:15:21;582
+79655876630;+79050148508;2020-01-12 02:43:26;719
+79463220045;+79359217534;2020-02-10 10:52:27;993
+79697402495;+79446308702;2020-01-31 16:32:59;-2
+79083030674;+79066827133;2020-05-23 15:24:19;-2
+79944966369;+79967435327;2020-04-22 09:17:28;989
+79083030674;+79211341670;2020-04-30 09:00:21;-2
+79645083008;+79190384824;2020-01-11 19:12:52;466
+79026152705;+79625140868;2020-02-08 04:21:33;-2
+79660953259;+79015470564;2020-03-23 10:19:11;945
+79210856463;+79044287048;2020-03-15 14:19:52;152
+79656190881;+79261435570;2020-03-09 20:26:52;-1
+79848820681;+79747983853;2020-01-28 09:05:46;383
+79837220851;+79381434569;2020-05-09 03:45:17;-2
+79026152705;+79960813237;2020-05-24 20:21:55;599
+79106136629;+79841430347;2020-04-09 08:55:33;460
+79656190881;+79505972262;2020-03-27 17:41:37;773
+79785570693;+79396450711;2020-01-11 15:23:20;-2
+79065688312;+79813507084;2020-02-09 03:35:42;678
+79208784399;+79472980535;2020-03-10 00:24:23;-2
+79993486801;+79203949464;2020-03-08 22:46:02;957
+79171149666;+79704937503;2020-01-05 11:19:09;960
+79932907826;+79381552101;2020-03-01 02:15:01;-2
+79617046976;+79396450711;2020-03-05 13:28:07;-2
+79209635425;+79534530682;2020-02-12 11:16:59;-2
+79318886864;+79545086785;2020-02-19 09:47:17;486
+79929595597;+79598685303;2020-02-23 05:02:02;324
+79243702390;+79868672152;2020-04-21 12:42:40;366
+79536661498;+79220722240;2020-03-28 16:03:11;403
+79529618655;+79916830644;2020-03-24 09:03:34;861
+79983853744;+79190384824;2020-05-06 12:58:31;132
+79162841289;+79583109002;2020-03-27 15:17:48;-2
+79837220851;+79044751342;2020-01-16 10:16:15;709
+79748939206;+79654178456;2020-05-17 12:35:46;332
+79471704590;+79743872599;2020-05-25 13:36:35;938
+79004136622;+79260230056;2020-03-15 02:25:34;502
+79382870864;+79803802876;2020-01-24 00:11:29;611
+79747983853;+79305179732;2020-03-31 08:46:54;585
+79755448270;+79766119936;2020-03-13 02:20:40;672
+79220722240;+79188759063;2020-03-14 12:42:53;999
+79140392970;+79305747938;2020-04-08 16:32:18;907
+79970343873;+79267068674;2020-03-15 16:35:10;665
+79614336834;+79359493630;2020-02-14 22:48:57;973
+79220722240;+79655876630;2020-01-03 10:38:01;453
+79791661835;+79523139377;2020-04-17 22:24:03;824
+79673456568;+79286644224;2020-02-25 16:43:02;-1
+79687031290;+79526593203;2020-02-16 11:17:38;583
+79227186419;+79173322577;2020-04-16 00:09:49;305
+79862422057;+79173322577;2020-03-03 17:50:00;269
+79896166873;+79511713952;2020-04-05 21:29:28;569
+79663826885;+79655001043;2020-01-07 17:04:08;585
+79788763222;+79137538995;2020-02-25 03:55:32;-2
+79870237946;+79556546669;2020-05-12 07:06:23;-1
+79916830644;+79967435327;2020-05-07 21:47:28;891
+79002011624;+79487539291;2020-01-20 00:42:57;109
+79540725003;+79822792838;2020-03-01 15:47:00;-1
+79880675713;+79084238781;2020-04-06 22:13:33;340
+79784102595;+79445474633;2020-01-08 23:17:15;102
+79381958936;+79617046976;2020-02-04 10:33:53;104
+79763084521;+79074614693;2020-03-07 07:05:25;149
+79148864251;+79053025711;2020-02-16 08:43:00;397
+79580560086;+79997463702;2020-02-29 17:55:20;965
+79295924900;+79721046072;2020-03-08 01:07:21;971
+79066160759;+79628289534;2020-01-21 02:09:50;453
+79400555439;+79052896271;2020-05-04 20:35:19;-2
+79654178456;+79888420719;2020-01-20 04:34:42;952
+79789238007;+79044321363;2020-02-17 08:22:03;-2
+79428668382;+79614336834;2020-03-06 17:25:10;-2
+79788763222;+79113187342;2020-03-17 00:26:38;922
+79140392970;+79377134678;2020-05-14 17:08:27;396
+79235191373;+79287784306;2020-01-20 23:38:15;736
+79511713952;+79129144235;2020-04-25 01:35:49;-1
+79686095319;+79681839690;2020-02-09 10:22:48;-1
+79221139318;+79319654713;2020-05-20 20:23:27;804
+79648026276;+79799884052;2020-02-07 13:09:39;-2
+79256770908;+79434102847;2020-02-05 17:47:14;283
+79880977698;+79095914385;2020-03-19 17:15:10;431
+79080466144;+79318623738;2020-05-06 01:39:03;12
+79411765984;+79015470564;2020-03-14 03:11:29;-2
+79275584616;+79090689603;2020-01-21 17:55:10;968
+79837498700;+79240960136;2020-04-13 12:57:05;-2
+79637748907;+79715339227;2020-01-16 13:28:00;471
+79870237946;+79660286108;2020-05-11 22:31:48;183
+79839264101;+79645083008;2020-01-21 10:03:25;865
+79044321363;+79152228329;2020-05-10 14:05:08;349
+79552170471;+79071086202;2020-01-17 07:02:40;587
+79381958936;+79880675713;2020-03-24 11:51:20;331
+79489005245;+79610907210;2020-02-18 16:55:59;403
+79446308702;+79526593203;2020-04-21 23:38:08;343
+79376249781;+79232174892;2020-01-20 08:05:22;102
+79849189913;+79114623450;2020-04-01 05:50:12;57
+79695733207;+79336781617;2020-02-17 15:05:38;862
+79498453872;+79505911293;2020-03-10 04:07:42;908
+79331708009;+79648026276;2020-05-07 16:18:50;682
+79377134678;+79570080796;2020-04-30 09:25:45;487
+79540725003;+79748939206;2020-04-25 06:24:00;386
+79929595597;+79906226733;2020-04-21 09:52:21;187
+79514451156;+79335733704;2020-02-09 00:44:07;608
+79570221927;+79621745227;2020-01-09 19:32:39;-1
+79931039617;+79053025711;2020-03-31 20:44:36;176
+79741634772;+79146832755;2020-03-25 21:28:38;-2
+79583109002;+79962088970;2020-04-05 18:07:54;906
+79044321363;+79681839690;2020-04-14 19:42:26;856
+79082027467;+79200310497;2020-01-18 22:48:24;414
+79412045716;+79408862394;2020-03-06 01:34:21;559
+79137538995;+79026152705;2020-03-24 08:14:49;86
+79389160254;+79211341670;2020-04-28 09:26:19;511
+79080373662;+79655876630;2020-02-27 04:20:33;-2
+79336781617;+79381552101;2020-05-02 10:24:41;-2
+79261088918;+79709796352;2020-01-01 13:55:47;-2
+79888420719;+79993486801;2020-03-30 02:08:41;438
+79906939777;+79614336834;2020-03-15 15:07:26;881
+79002011624;+79240960136;2020-02-17 13:22:56;608
+79551562689;+79868672152;2020-02-04 15:36:50;-2
+79766364851;+79832921923;2020-04-01 01:30:01;-1
+79331708009;+79163377741;2020-05-05 12:37:32;-1
+79885061665;+79961331024;2020-01-25 07:13:57;243
+79082453868;+79586348704;2020-01-22 12:29:04;-2
+79737705733;+79044287048;2020-04-09 17:50:57;730
+79264808473;+79221204780;2020-04-09 03:55:30;447
+79213185384;+79446308702;2020-01-23 14:04:06;512
+79808404470;+79082453868;2020-05-08 07:02:04;441
+79106136629;+79255872032;2020-03-14 15:38:45;778
+79477152666;+79606086738;2020-03-15 14:12:04;661
+79671132864;+79695733207;2020-05-18 07:09:48;985
+79128336240;+79377134678;2020-04-29 17:51:37;-2
+79450717457;+79400555439;2020-03-16 09:04:44;381
+79472464010;+79152228329;2020-05-26 11:01:13;576
+79050148508;+79406058515;2020-05-13 00:55:56;618
+79704127241;+79729225818;2020-04-09 16:10:47;483
+79993486801;+79870237946;2020-04-25 19:49:23;128
+79889861254;+79050148508;2020-03-01 19:03:26;919
+79159121272;+79766364851;2020-02-18 20:24:39;306
+79693220327;+79320590135;2020-05-05 19:34:21;50
+79704937503;+79986215360;2020-04-09 16:56:06;35
+79657139198;+79926444889;2020-04-02 02:04:56;39
+79788721509;+79529618655;2020-05-30 01:59:22;518
+79839351464;+79400654005;2020-04-27 13:39:11;481
+79084009750;+79355756271;2020-01-06 01:18:29;34
+79217776975;+79343104093;2020-04-01 03:35:08;651
+79015470564;+79660953259;2020-03-10 15:30:56;252
+79209253134;+79704127241;2020-05-12 10:01:16;34
+79213185384;+79173322577;2020-02-03 07:55:58;350
+79231983437;+79032874068;2020-04-21 08:30:48;304
+79119914000;+79343104093;2020-01-03 17:13:15;-2
+79813507084;+79240960136;2020-04-28 17:54:19;125
+79321543302;+79113618278;2020-04-24 14:35:41;-1
+79329654975;+79743872599;2020-02-28 03:09:25;949
+79113765856;+79406058515;2020-01-31 01:21:41;182
+79656190881;+79906189997;2020-02-13 20:38:46;583
+79895835760;+79643951619;2020-01-21 22:47:44;-1
+79889861254;+79385592937;2020-01-16 17:12:40;768
+79575818630;+79540725003;2020-01-23 07:55:23;938
+79671132864;+79777755232;2020-05-14 19:56:48;613
+79680307351;+79044751342;2020-04-01 18:31:30;579
+79450717457;+79058054767;2020-02-23 09:42:44;928
+79848820681;+79090689603;2020-02-17 17:00:53;691
+79162841289;+79261088918;2020-02-22 01:17:50;174
+79091469024;+79813008149;2020-02-16 09:45:17;475
+79130522335;+79547188840;2020-03-17 20:01:57;733
+79657139198;+79447324401;2020-04-26 22:16:07;731
+79837220851;+79020403241;2020-01-18 14:29:58;867
+79317235687;+79656190881;2020-05-14 14:25:41;473
+79235643827;+79604498792;2020-04-15 08:04:48;665
+79510211344;+79032874068;2020-03-10 18:21:38;748
+79880490672;+79159121272;2020-01-30 01:28:08;54
+79640319752;+79961331024;2020-05-22 05:00:53;-1
+79975889517;+79130522335;2020-01-23 06:39:11;596
+79071086202;+79751044936;2020-02-04 11:46:03;-2
+79614336834;+79329518317;2020-02-23 10:18:31;149
+79318623738;+79044778714;2020-02-25 02:11:19;72
+79200310497;+79902196007;2020-03-23 09:52:09;-1
+79381552101;+79227186419;2020-03-10 15:48:26;-1
+79215636704;+79398024564;2020-03-16 19:54:00;364
+79128336240;+79686861704;2020-02-29 11:40:36;610
+79986373372;+79410415253;2020-05-14 07:47:24;-1
+79684804782;+79693220327;2020-03-19 06:11:52;42
+79152228329;+79410415253;2020-04-01 02:04:23;647
+79743872599;+79529618655;2020-05-29 02:37:51;911
+79707125858;+79096613312;2020-04-04 14:25:52;874
+79191866654;+79054221543;2020-05-16 02:58:08;9
+79794344500;+79487305727;2020-01-27 02:41:49;-2
+79741473601;+79071086202;2020-02-28 14:29:11;407
+79317235687;+79329654975;2020-03-01 18:30:44;696
+79488931918;+79450717457;2020-02-25 20:34:09;-1
+79162841289;+79962088970;2020-01-07 04:27:07;742
+79189915473;+79098173539;2020-01-27 14:38:53;826
+79543551151;+79315843010;2020-04-10 02:49:56;549
+79813008149;+79914976048;2020-04-17 01:27:43;-1
+79287784306;+79839351464;2020-02-05 11:28:59;201
+79400555439;+79849189913;2020-02-13 00:51:23;184
+79463220045;+79253110192;2020-02-02 10:26:14;-2
+79253110192;+79629339854;2020-02-13 00:50:08;-2
+79813008149;+79526593203;2020-04-21 16:13:24;759
+79082027467;+79887691115;2020-01-06 11:14:09;401
+79626551982;+79620533719;2020-05-25 16:15:58;317
+79086475382;+79113187342;2020-02-11 19:55:31;-2
+79159121272;+79906226733;2020-01-05 09:26:23;287
+79603451681;+79221139318;2020-03-23 14:04:53;744
+79837498700;+79731568994;2020-05-17 02:07:42;-1
+79570080796;+79264808473;2020-02-18 03:16:21;177
+79381552101;+79763084521;2020-04-22 20:39:25;370
+79359493630;+79680307351;2020-03-04 03:39:22;-2
+79342376328;+79729717947;2020-03-31 20:00:44;-1
+79633270585;+79318886864;2020-02-14 02:55:12;69
+79162841289;+79603451681;2020-01-27 12:26:10;-1
+79699925860;+79105284330;2020-02-04 10:10:54;907
+79416150594;+79291708826;2020-03-03 21:57:56;-2
+79343104093;+79645083008;2020-01-14 19:33:39;487
+79015470564;+79898490311;2020-01-21 15:11:28;465
+79314123360;+79648026276;2020-05-24 08:42:51;-2
+79170708990;+79243702390;2020-04-22 11:52:34;-2
+79286095628;+79788763222;2020-05-25 14:25:03;488
+79044751342;+79914976048;2020-03-15 23:23:34;510
+79648800217;+79044778714;2020-02-06 19:56:28;800
+79979138128;+79980102359;2020-05-16 23:42:19;21
+79028696923;+79408339549;2020-01-09 02:05:12;934
+79822792838;+79209253134;2020-02-20 21:02:02;514
+79709028118;+79834130783;2020-05-23 18:57:48;808
+79613856090;+79305747938;2020-02-28 01:39:38;-1
+79755448270;+79944966369;2020-03-30 07:03:26;-2
+79336781617;+79354282782;2020-05-18 12:30:00;958
+79333457741;+79952081307;2020-02-09 02:05:52;276
+79994363784;+79625140868;2020-03-04 10:41:27;571
+79450367114;+79083030674;2020-03-06 16:01:43;104
+79028696923;+79885061665;2020-03-29 15:46:09;45
+79477152666;+79729225818;2020-04-21 17:10:51;300
+79382870864;+79213185384;2020-02-08 03:44:30;873
+79188759063;+79737705733;2020-01-10 21:47:18;806
+79477152666;+79269739830;2020-03-09 19:07:48;349
+79766119936;+79267057194;2020-01-10 17:02:44;-1
+79967435327;+79086392509;2020-02-23 02:03:59;-1
+79489005245;+79704939239;2020-05-22 01:16:15;247
+79451974866;+79381958936;2020-05-11 09:17:00;61
+79318886864;+79275828968;2020-05-15 19:58:57;-1
+79529618655;+79044321363;2020-02-05 13:10:15;603
+79241167134;+79071086202;2020-05-11 02:07:38;186
+79221477722;+79261088918;2020-02-27 11:49:00;925
+79232620275;+79547188840;2020-03-12 07:43:12;92
+79751044936;+79543551151;2020-04-12 21:57:26;242
+79035723941;+79878847274;2020-01-04 19:23:21;-2
+79617046976;+79295924900;2020-03-26 13:55:27;644
+79815576623;+79452468189;2020-03-15 07:23:00;376
+79785570693;+79113187342;2020-04-28 12:01:56;714
+79695733207;+79614336834;2020-03-18 14:29:56;649
+79486904218;+79725102246;2020-04-07 22:23:44;-1
+79827873183;+79275584616;2020-04-03 11:51:20;252
+79637748907;+79148864251;2020-05-17 21:02:34;89
+79556546669;+79808425823;2020-03-01 23:39:30;348
+79983853744;+79249707909;2020-03-14 10:47:44;580
+79695733207;+79955195228;2020-04-21 22:40:15;53
+79337048221;+79533778375;2020-04-07 12:42:15;164
+79207523013;+79684804782;2020-02-21 01:58:16;889
+79410415253;+79381552101;2020-02-12 02:19:33;-2
+79994363784;+79439389308;2020-04-03 22:40:57;51
+79235191373;+79789238007;2020-04-24 04:58:09;-1
+79696429332;+79626551982;2020-03-21 05:25:48;929
+79477152666;+79249707909;2020-05-25 21:59:18;446
+79534530682;+79896237169;2020-05-16 21:40:44;695
+79249707909;+79449133819;2020-02-04 12:19:09;414
+79797161012;+79333457741;2020-04-03 10:50:49;191
+79686861704;+79129144235;2020-04-29 16:34:26;308
+79053025711;+79725102246;2020-03-07 08:42:32;596
+79514451156;+79097661017;2020-04-27 06:02:39;616
+79381434569;+79828419074;2020-02-12 03:03:04;596
+79381552101;+79997463702;2020-02-24 21:36:36;121
+79839351464;+79906226733;2020-05-09 22:35:43;366
+79882994952;+79406775688;2020-05-25 04:48:26;-1
+79359493630;+79731568994;2020-01-10 17:02:22;909
+79446308702;+79084238781;2020-05-15 11:02:57;-2
+79866911726;+79715339227;2020-03-08 23:53:29;-2
+79704127241;+79160231643;2020-02-21 00:27:46;42
+79526593203;+79269739830;2020-03-29 23:07:43;227
+79987797980;+79275584616;2020-01-29 11:51:58;282
+79047886119;+79868672152;2020-05-30 19:25:02;626
+79515819950;+79256770908;2020-02-03 13:52:15;-1
+79620533719;+79146832755;2020-05-03 19:45:39;566
+79293755548;+79871357830;2020-04-13 22:25:50;953
+79970343873;+79096613312;2020-03-14 10:06:44;-1
+79173322577;+79931039617;2020-02-05 09:00:50;869
+79822792838;+79190384824;2020-05-24 05:24:36;920
+79960970353;+79210856463;2020-03-22 00:50:28;521
+79080372002;+79054221543;2020-04-28 23:51:10;648
+79424809349;+79970343873;2020-04-18 14:03:05;906
+79808404470;+79980102359;2020-02-17 03:57:59;198
+79051329031;+79731568994;2020-03-14 20:13:02;727
+79071086202;+79529618655;2020-03-12 13:30:33;811
+79625140868;+79343104093;2020-05-14 06:15:23;208
+79128336240;+79423323771;2020-02-22 01:42:42;809
+79080373662;+79015470564;2020-05-05 17:49:54;447
+79901996020;+79888420719;2020-05-01 11:29:27;568
+79176303690;+79487305727;2020-03-10 23:35:35;-2
+79834130783;+79217776975;2020-01-03 17:28:13;209
+79346102002;+79094131378;2020-05-29 00:25:40;413
+79799884052;+79583109002;2020-02-24 21:38:37;601
+79047886119;+79896237169;2020-05-21 08:49:48;803
+79423323771;+79447324401;2020-01-26 04:43:07;234
+79505911293;+79695733207;2020-03-03 19:36:18;565
+79446308702;+79948925259;2020-04-22 08:37:21;-1
+79603451681;+79529618655;2020-01-17 12:10:46;163
+79625140868;+79792861678;2020-04-17 14:16:51;-1
+79378125821;+79106136629;2020-03-06 03:59:05;-2
+79914976048;+79318623738;2020-02-19 18:01:24;787
+79543551151;+79848820681;2020-01-23 03:47:45;262
+79176303690;+79314123360;2020-05-05 08:09:02;508
+79794344500;+79152228329;2020-04-10 23:58:11;114
+79449133819;+79110903456;2020-01-12 13:07:03;445
+79766119936;+79755448270;2020-02-23 23:50:03;166
